method,update,drift
"numpy double, reorth",14400,8.518155e-15
"numpy double, reorth",14450,1.417620e-14
"numpy double, reorth",14500,2.047355e-14
"numpy double, reorth",14550,6.786200e-15
"numpy double, reorth",14600,1.637666e-14
"numpy double, reorth",14650,2.278647e-14
"numpy double, reorth",14700,6.327729e-15
"numpy double, reorth",14750,9.370951e-15
"numpy double, reorth",14800,2.211772e-14
"numpy double, reorth",14850,1.981597e-14
"numpy double, reorth",14900,7.053884e-15
"numpy double, reorth",14950,1.659608e-14
"numpy double, reorth",15000,2.843691e-14
"numpy double, reorth",15050,7.590050e-15
"numpy double, reorth",15100,2.287565e-14
"numpy double, reorth",15150,1.501149e-14
"numpy double, reorth",15200,5.291080e-15
"numpy double, reorth",15250,1.830393e-14
"numpy double, reorth",15300,8.293038e-15
"numpy double, reorth",15350,1.703986e-14
"numpy double, reorth",15400,1.132847e-14
"numpy double, reorth",15450,1.463685e-14
"numpy double, reorth",15500,1.210839e-14
"numpy double, reorth",15550,1.961150e-14
"numpy double, reorth",15600,2.049180e-14
"numpy double, reorth",15650,2.117037e-14
"numpy double, reorth",15700,8.261134e-15
"numpy double, reorth",15750,1.611675e-14
"numpy double, reorth",15800,1.878079e-14
"numpy double, reorth",15850,8.913034e-15
"numpy double, reorth",15900,1.473623e-14
"numpy double, reorth",15950,2.392119e-14
"numpy double, reorth",16000,8.397239e-15
"numpy double, reorth",16050,1.339053e-14
"numpy double, reorth",16100,8.748505e-15
"numpy double, reorth",16150,9.173937e-15
"numpy double, reorth",16200,1.995333e-14
"numpy double, reorth",16250,6.073297e-15
"numpy double, reorth",16300,2.560167e-14
"numpy double, reorth",16350,5.009497e-15
"numpy double, reorth",16400,1.698529e-14
"numpy double, reorth",16450,2.228790e-14
"numpy double, reorth",16500,8.149989e-15
"numpy double, reorth",16550,2.035906e-14
"numpy double, reorth",16600,7.133655e-15
"numpy double, reorth",16650,3.364340e-14
"numpy double, reorth",16700,1.865478e-14
"numpy double, reorth",16750,2.957656e-14
"numpy double, reorth",16800,2.355905e-14
"numpy double, reorth",16850,1.196088e-14
"numpy double, reorth",16900,1.851857e-14
"numpy double, reorth",16950,2.517634e-14
"numpy double, reorth",17000,1.196751e-14
"numpy double, reorth",17050,1.833324e-14
"numpy double, reorth",17100,3.107395e-15
"numpy double, reorth",17150,1.216851e-14
"numpy double, reorth",17200,3.907854e-15
"numpy double, reorth",17250,1.415911e-14
"numpy double, reorth",17300,6.108881e-15
"numpy double, reorth",17350,1.445676e-14
"numpy double, reorth",17400,6.643661e-15
"numpy double, reorth",17450,8.333940e-15
"numpy double, reorth",17500,1.610107e-14
"numpy double, reorth",17550,2.284677e-14
"numpy double, reorth",17600,9.461717e-15
"numpy double, reorth",17650,9.977534e-15
"numpy double, reorth",17700,1.757421e-14
"numpy double, reorth",17750,2.415071e-14
"numpy double, reorth",17800,2.594714e-14
"numpy double, reorth",17850,3.549879e-15
"numpy double, reorth",17900,1.076767e-14
"numpy double, reorth",17950,1.538233e-14
"numpy double, reorth",18000,2.198286e-14
"numpy double, reorth",18050,7.513195e-15
"numpy double, reorth",18100,2.068897e-14
"numpy double, reorth",18150,6.012223e-15
"numpy double, reorth",18200,7.318509e-15
"numpy double, reorth",18250,2.668299e-14
"numpy double, reorth",18300,1.523729e-14
"numpy double, reorth",18350,2.504227e-14
"numpy double, reorth",18400,1.378085e-14
"numpy double, reorth",18450,2.168676e-14
"numpy double, reorth",18500,2.971690e-14
"numpy double, reorth",18550,7.269718e-15
"numpy double, reorth",18600,1.606860e-14
"numpy double, reorth",18650,1.839069e-14
"numpy double, reorth",18700,4.473241e-15
"numpy double, reorth",18750,9.433506e-15
"numpy double, reorth",18800,1.720195e-14
"numpy double, reorth",18850,5.388952e-15
"numpy double, reorth",18900,1.360287e-14
"numpy double, reorth",18950,1.750807e-14
"numpy double, reorth",19000,2.010812e-14
"numpy double, reorth",19050,2.893509e-14
"numpy double, reorth",19100,1.209355e-14
"numpy double, reorth",19150,2.406976e-14
"numpy double, reorth",19200,8.100119e-15
"numpy double, reorth",19250,1.154879e-14
"numpy double, reorth",19300,2.367305e-14
"numpy double, reorth",19350,9.000979e-15
"numpy double, reorth",19400,8.906025e-15
"numpy double, reorth",19450,2.006849e-14
"numpy double, reorth",19500,9.309188e-15
"numpy double, reorth",19550,1.063349e-14
"numpy double, reorth",19600,2.086920e-14
"numpy double, reorth",19650,9.425383e-15
"numpy double, reorth",19700,1.060774e-14
"numpy double, reorth",19750,1.603665e-14
"numpy double, reorth",19800,2.278475e-14
"numpy double, reorth",19850,5.459225e-15
"numpy double, reorth",19900,1.474799e-14
"numpy double, reorth",19950,2.258325e-14
"numpy double, reorth",20000,1.625495e-14
"numpy double, reorth",20050,2.911511e-14
"numpy double, reorth",20100,1.338403e-14
"numpy double, reorth",20150,1.295205e-14
"numpy double, reorth",20200,1.878591e-14
"numpy double, reorth",20250,2.119259e-14
"numpy double, reorth",20300,1.148642e-14
"numpy double, reorth",20350,1.481415e-14
"numpy double, reorth",20400,6.651172e-15
"numpy double, reorth",20450,1.597341e-14
"numpy double, reorth",20500,2.600429e-14
"numpy double, reorth",20550,1.536496e-14
"numpy double, reorth",20600,1.967655e-14
"numpy double, reorth",20650,6.940881e-15
"numpy double, reorth",20700,1.521089e-14
"numpy double, reorth",20750,2.091524e-14
"numpy double, reorth",20800,1.218871e-14
"numpy double, reorth",20850,1.025316e-14
"numpy double, reorth",20900,1.872893e-14
"numpy double, reorth",20950,1.924615e-14
"numpy double, reorth",21000,2.711785e-14
"numpy double, reorth",21050,1.130310e-14
"numpy double, reorth",21100,1.905423e-14
"numpy double, reorth",21150,5.158498e-15
"numpy double, reorth",21200,1.101862e-14
"numpy double, reorth",21250,1.886082e-14
"numpy double, reorth",21300,4.265908e-15
"numpy double, reorth",21350,1.052457e-14
"numpy double, reorth",21400,2.192608e-14
"numpy double, reorth",21450,8.251970e-15
"numpy double, reorth",21500,1.430481e-14
"numpy double, reorth",21550,2.412975e-14
"numpy double, reorth",21600,9.738136e-15
"numpy double, reorth",21650,1.002140e-14
"numpy double, reorth",21700,2.474017e-14
"numpy double, reorth",21750,6.078415e-15
"numpy double, reorth",21800,2.199667e-14
"numpy double, reorth",21850,9.336572e-15
"numpy double, reorth",21900,1.290941e-14
"numpy double, reorth",21950,1.765275e-14
"numpy double, reorth",22000,4.893341e-15
"numpy double, reorth",22050,9.831966e-15
"numpy double, reorth",22100,1.806370e-14
"numpy double, reorth",22150,3.060670e-14
"numpy double, no reorth",0,1.559864e-15
"numpy double, no reorth",50,9.437339e-15
"numpy double, no reorth",100,1.286582e-14
"numpy double, no reorth",150,1.655577e-14
"numpy double, no reorth",200,1.604542e-14
"numpy double, no reorth",250,1.851577e-14
"numpy double, no reorth",300,3.003033e-14
"numpy double, no reorth",350,3.418804e-14
"numpy double, no reorth",400,2.806121e-14
"numpy double, no reorth",450,3.041746e-14
"numpy double, no reorth",500,2.653942e-14
"numpy double, no reorth",550,2.955888e-14
"numpy double, no reorth",600,2.697029e-14
"numpy double, no reorth",650,3.265505e-14
"numpy double, no reorth",700,4.638204e-14
"numpy double, no reorth",750,4.527692e-14
"numpy double, no reorth",800,4.598868e-14
"numpy double, no reorth",850,4.605295e-14
"numpy double, no reorth",900,5.346522e-14
"numpy double, no reorth",950,6.121495e-14
"numpy double, no reorth",1000,6.981096e-14
"numpy double, no reorth",1050,6.746396e-14
"numpy double, no reorth",1100,8.037863e-14
"numpy double, no reorth",1150,7.884107e-14
"numpy double, no reorth",1200,8.491212e-14
"numpy double, no reorth",1250,8.486781e-14
"numpy double, no reorth",1300,8.562003e-14
"numpy double, no reorth",1350,8.796063e-14
"numpy double, no reorth",1400,8.391172e-14
"numpy double, no reorth",1450,8.833009e-14
"numpy double, no reorth",1500,9.508818e-14
"numpy double, no reorth",1550,9.281778e-14
"numpy double, no reorth",1600,1.005321e-13
"numpy double, no reorth",1650,1.096563e-13
"numpy double, no reorth",1700,1.125359e-13
"numpy double, no reorth",1750,1.111178e-13
"numpy double, no reorth",1800,9.214135e-14
"numpy double, no reorth",1850,9.045691e-14
"numpy double, no reorth",1900,9.090051e-14
"numpy double, no reorth",1950,9.843572e-14
"numpy double, no reorth",2000,9.791007e-14
"numpy double, no reorth",2050,9.937295e-14
"numpy double, no reorth",2100,9.953097e-14
"numpy double, no reorth",2150,9.888258e-14
"numpy double, no reorth",2200,1.125526e-13
"numpy double, no reorth",2250,1.169130e-13
"numpy double, no reorth",2300,1.204767e-13
"numpy double, no reorth",2350,1.210010e-13
"numpy double, no reorth",2400,1.182415e-13
"numpy double, no reorth",2450,1.100565e-13
"numpy double, no reorth",2500,1.112696e-13
"numpy double, no reorth",2550,1.061877e-13
"numpy double, no reorth",2600,1.068316e-13
"numpy double, no reorth",2650,1.106227e-13
"numpy double, no reorth",2700,1.121898e-13
"numpy double, no reorth",2750,1.154749e-13
"numpy double, no reorth",2800,1.225190e-13
"numpy double, no reorth",2850,1.243582e-13
"numpy double, no reorth",2900,1.225796e-13
"numpy double, no reorth",2950,1.237655e-13
"numpy double, no reorth",3000,1.267590e-13
"numpy double, no reorth",3050,1.330495e-13
"numpy double, no reorth",3100,1.321236e-13
"numpy double, no reorth",3150,1.394059e-13
"numpy double, no reorth",3200,1.383783e-13
"numpy double, no reorth",3250,1.429961e-13
"numpy double, no reorth",3300,1.405391e-13
"numpy double, no reorth",3350,1.431149e-13
"numpy double, no reorth",3400,1.423275e-13
"numpy double, no reorth",3450,1.519453e-13
"numpy double, no reorth",3500,1.590926e-13
"numpy double, no reorth",3550,1.662540e-13
"numpy double, no reorth",3600,1.729678e-13
"numpy double, no reorth",3650,1.713093e-13
"numpy double, no reorth",3700,1.657738e-13
"numpy double, no reorth",3750,1.695837e-13
"numpy double, no reorth",3800,1.811138e-13
"numpy double, no reorth",3850,1.776210e-13
"numpy double, no reorth",3900,1.802531e-13
"numpy double, no reorth",3950,1.773287e-13
"numpy double, no reorth",4000,1.715726e-13
"numpy double, no reorth",4050,1.760838e-13
"numpy double, no reorth",4100,1.612947e-13
"numpy double, no reorth",4150,1.693856e-13
"numpy double, no reorth",4200,1.796222e-13
"numpy double, no reorth",4250,1.806200e-13
"numpy double, no reorth",4300,1.824748e-13
"numpy double, no reorth",4350,1.837726e-13
"numpy double, no reorth",4400,1.808036e-13
"numpy double, no reorth",4450,1.885080e-13
"numpy double, no reorth",4500,2.043405e-13
"numpy double, no reorth",4550,2.107590e-13
"numpy double, no reorth",4600,2.201484e-13
"numpy double, no reorth",4650,2.174762e-13
"numpy double, no reorth",4700,2.194910e-13
"numpy double, no reorth",4750,2.302322e-13
"numpy double, no reorth",4800,2.334471e-13
"numpy double, no reorth",4850,2.349692e-13
"numpy double, no reorth",4900,2.426101e-13
"numpy double, no reorth",4950,2.485751e-13
"numpy double, no reorth",5000,2.485748e-13
"numpy double, no reorth",5050,2.560144e-13
"numpy double, no reorth",5100,2.581457e-13
"numpy double, no reorth",5150,2.633531e-13
"numpy double, no reorth",5200,2.624829e-13
"numpy double, no reorth",5250,2.622327e-13
"numpy double, no reorth",5300,2.646482e-13
"numpy double, no reorth",5350,2.672253e-13
"numpy double, no reorth",5400,2.747752e-13
"numpy double, no reorth",5450,2.791684e-13
"numpy double, no reorth",5500,2.790874e-13
"numpy double, no reorth",5550,2.842845e-13
"numpy double, no reorth",5600,2.796372e-13
"numpy double, no reorth",5650,2.840038e-13
"numpy double, no reorth",5700,2.824325e-13
"numpy double, no reorth",5750,2.931978e-13
"numpy double, no reorth",5800,3.004375e-13
"numpy double, no reorth",5850,3.024470e-13
"numpy double, no reorth",5900,3.085436e-13
"numpy double, no reorth",5950,3.033613e-13
"numpy double, no reorth",6000,3.068184e-13
"numpy double, no reorth",6050,3.033478e-13
"numpy double, no reorth",6100,3.037960e-13
"numpy double, no reorth",6150,3.192512e-13
"numpy double, no reorth",6200,3.210087e-13
"numpy double, no reorth",6250,3.221408e-13
"numpy double, no reorth",6300,3.167143e-13
"numpy double, no reorth",6350,3.164808e-13
"numpy double, no reorth",6400,3.157504e-13
"numpy double, no reorth",6450,3.237988e-13
"numpy double, no reorth",6500,3.371913e-13
"numpy double, no reorth",6550,3.385241e-13
"numpy double, no reorth",6600,3.426796e-13
"numpy double, no reorth",6650,3.488835e-13
"numpy double, no reorth",6700,3.417451e-13
"numpy double, no reorth",6750,3.408803e-13
"numpy double, no reorth",6800,3.386596e-13
"numpy double, no reorth",6850,3.458281e-13
"numpy double, no reorth",6900,3.527893e-13
"numpy double, no reorth",6950,3.573983e-13
"numpy double, no reorth",7000,3.603078e-13
"numpy double, no reorth",7050,3.589916e-13
"numpy double, no reorth",7100,3.622845e-13
"numpy double, no reorth",7150,3.664205e-13
"numpy double, no reorth",7200,3.757704e-13
"numpy double, no reorth",7250,3.678252e-13
"numpy double, no reorth",7300,3.777265e-13
"numpy double, no reorth",7350,3.698017e-13
"numpy double, no reorth",7400,3.746742e-13
"numpy double, no reorth",7450,3.838145e-13
"numpy double, no reorth",7500,3.929854e-13
"numpy double, no reorth",7550,3.957738e-13
"numpy double, no reorth",7600,3.999906e-13
"numpy double, no reorth",7650,4.050100e-13
"numpy double, no reorth",7700,4.100513e-13
"numpy double, no reorth",7750,4.182204e-13
"numpy double, no reorth",7800,4.096587e-13
"numpy double, no reorth",7850,4.156147e-13
"numpy double, no reorth",7900,4.168076e-13
"numpy double, no reorth",7950,4.220480e-13
"numpy double, no reorth",8000,4.225786e-13
"numpy double, no reorth",8050,4.227399e-13
"numpy double, no reorth",8100,4.293245e-13
"numpy double, no reorth",8150,4.231892e-13
"numpy double, no reorth",8200,4.266424e-13
"numpy double, no reorth",8250,4.275064e-13
"numpy double, no reorth",8300,4.334235e-13
"numpy double, no reorth",8350,4.329828e-13
"numpy double, no reorth",8400,4.229313e-13
"numpy double, no reorth",8450,4.273654e-13
"numpy double, no reorth",8500,4.320303e-13
"numpy double, no reorth",8550,4.279807e-13
"numpy double, no reorth",8600,4.362100e-13
"numpy double, no reorth",8650,4.372887e-13
"numpy double, no reorth",8700,4.462690e-13
"numpy double, no reorth",8750,4.501455e-13
"numpy double, no reorth",8800,4.563613e-13
"numpy double, no reorth",8850,4.583738e-13
"numpy double, no reorth",8900,4.520495e-13
"numpy double, no reorth",8950,4.539385e-13
"numpy double, no reorth",9000,4.523923e-13
"numpy double, no reorth",9050,4.457896e-13
"numpy double, no reorth",9100,4.468442e-13
"numpy double, no reorth",9150,4.482678e-13
"numpy double, no reorth",9200,4.494072e-13
"numpy double, no reorth",9250,4.520004e-13
"numpy double, no reorth",9300,4.515106e-13
"numpy double, no reorth",9350,4.561902e-13
"numpy double, no reorth",9400,4.652915e-13
"numpy double, no reorth",9450,4.721047e-13
"numpy double, no reorth",9500,4.715740e-13
"numpy double, no reorth",9550,4.802396e-13
"numpy double, no reorth",9600,4.867010e-13
"numpy double, no reorth",9650,4.878390e-13
"numpy double, no reorth",9700,4.954049e-13
"numpy double, no reorth",9750,4.932066e-13
"numpy double, no reorth",9800,4.979522e-13
"numpy double, no reorth",9850,5.003481e-13
"numpy double, no reorth",9900,5.006253e-13
"numpy double, no reorth",9950,5.006218e-13
"numpy double, no reorth",10000,5.008984e-13
"numpy double, no reorth",10050,5.067327e-13
"numpy double, no reorth",10100,5.111455e-13
"numpy double, no reorth",10150,5.140717e-13
"numpy double, no reorth",10200,5.105689e-13
"numpy double, no reorth",10250,5.164924e-13
"numpy double, no reorth",10300,5.189380e-13
"numpy double, no reorth",10350,5.221972e-13
"numpy double, no reorth",10400,5.233256e-13
"numpy double, no reorth",10450,5.227178e-13
"numpy double, no reorth",10500,5.244945e-13
"numpy double, no reorth",10550,5.251393e-13
"numpy double, no reorth",10600,5.361594e-13
"numpy double, no reorth",10650,5.374466e-13
"numpy double, no reorth",10700,5.362197e-13
"numpy double, no reorth",10750,5.397370e-13
"numpy double, no reorth",10800,5.481333e-13
"numpy double, no reorth",10850,5.511432e-13
"numpy double, no reorth",10900,5.458815e-13
"numpy double, no reorth",10950,5.537119e-13
"numpy double, no reorth",11000,5.477438e-13
"numpy double, no reorth",11050,5.531226e-13
"numpy double, no reorth",11100,5.541314e-13
"numpy double, no reorth",11150,5.543941e-13
"numpy double, no reorth",11200,5.468022e-13
"numpy double, no reorth",11250,5.469699e-13
"numpy double, no reorth",11300,5.508992e-13
"numpy double, no reorth",11350,5.470553e-13
"numpy double, no reorth",11400,5.495966e-13
"numpy double, no reorth",11450,5.504912e-13
"numpy double, no reorth",11500,5.457220e-13
"numpy double, no reorth",11550,5.444163e-13
"numpy double, no reorth",11600,5.451030e-13
"numpy double, no reorth",11650,5.489055e-13
"numpy double, no reorth",11700,5.541446e-13
"numpy double, no reorth",11750,5.541583e-13
"numpy double, no reorth",11800,5.484472e-13
"numpy double, no reorth",11850,5.449699e-13
"numpy double, no reorth",11900,5.471458e-13
"numpy double, no reorth",11950,5.580834e-13
"numpy double, no reorth",12000,5.506610e-13
"numpy double, no reorth",12050,5.523456e-13
"numpy double, no reorth",12100,5.532370e-13
"numpy double, no reorth",12150,5.637048e-13
"numpy double, no reorth",12200,5.738019e-13
"numpy double, no reorth",12250,5.836898e-13
"numpy double, no reorth",12300,5.847717e-13
"numpy double, no reorth",12350,5.867301e-13
"numpy double, no reorth",12400,5.910653e-13
"numpy double, no reorth",12450,5.908289e-13
"numpy double, no reorth",12500,5.993427e-13
"numpy double, no reorth",12550,5.999401e-13
"numpy double, no reorth",12600,6.030755e-13
"numpy double, no reorth",12650,6.106816e-13
"numpy double, no reorth",12700,6.154238e-13
"numpy double, no reorth",12750,6.157337e-13
"numpy double, no reorth",12800,6.196891e-13
"numpy double, no reorth",12850,6.162457e-13
"numpy double, no reorth",12900,6.179338e-13
"numpy double, no reorth",12950,6.161420e-13
"numpy double, no reorth",13000,6.296219e-13
"numpy double, no reorth",13050,6.285675e-13
"numpy double, no reorth",13100,6.259781e-13
"numpy double, no reorth",13150,6.362274e-13
"numpy double, no reorth",13200,6.450223e-13
"numpy double, no reorth",13250,6.480183e-13
"numpy double, no reorth",13300,6.583185e-13
"numpy double, no reorth",13350,6.628007e-13
"numpy double, no reorth",13400,6.678306e-13
"numpy double, no reorth",13450,6.685028e-13
"numpy double, no reorth",13500,6.718838e-13
"numpy double, no reorth",13550,6.752465e-13
"numpy double, no reorth",13600,6.840886e-13
"numpy double, no reorth",13650,6.729567e-13
"numpy double, no reorth",13700,6.776606e-13
"numpy double, no reorth",13750,6.864212e-13
"numpy double, no reorth",13800,7.002396e-13
"numpy double, no reorth",13850,7.092436e-13
"numpy double, no reorth",13900,7.107371e-13
"numpy double, no reorth",13950,7.052896e-13
"numpy double, no reorth",14000,7.060311e-13
"numpy double, no reorth",14050,7.024616e-13
"numpy double, no reorth",14100,7.105357e-13
"numpy double, no reorth",14150,7.136150e-13
"numpy double, no reorth",14200,7.147950e-13
"numpy double, no reorth",14250,7.170800e-13
"numpy double, no reorth",14300,7.230078e-13
"numpy double, no reorth",14350,7.169473e-13
"numpy double, no reorth",14400,7.183016e-13
"numpy double, no reorth",14450,7.212758e-13
"numpy double, no reorth",14500,7.247207e-13
"numpy double, no reorth",14550,7.369820e-13
"numpy double, no reorth",14600,7.489458e-13
"numpy double, no reorth",14650,7.560980e-13
"numpy double, no reorth",14700,7.580037e-13
"numpy double, no reorth",14750,7.528474e-13
"numpy double, no reorth",14800,7.599844e-13
"numpy double, no reorth",14850,7.560521e-13
"numpy double, no reorth",14900,7.640456e-13
"numpy double, no reorth",14950,7.716788e-13
"numpy double, no reorth",15000,7.746343e-13
"numpy double, no reorth",15050,7.750771e-13
"numpy double, no reorth",15100,7.808327e-13
"numpy double, no reorth",15150,7.889075e-13
"numpy double, no reorth",15200,7.932597e-13
"numpy double, no reorth",15250,7.985862e-13
"numpy double, no reorth",15300,8.020392e-13
"numpy double, no reorth",15350,8.030667e-13
"numpy double, no reorth",15400,8.115421e-13
"numpy double, no reorth",15450,8.115006e-13
"numpy double, no reorth",15500,8.173921e-13
"numpy double, no reorth",15550,8.145354e-13
"numpy double, no reorth",15600,8.131626e-13
"numpy double, no reorth",15650,8.116425e-13
"numpy double, no reorth",15700,8.122892e-13
"numpy double, no reorth",15750,8.074369e-13
"numpy double, no reorth",15800,8.154656e-13
"numpy double, no reorth",15850,8.094730e-13
"numpy double, no reorth",15900,8.098632e-13
"numpy double, no reorth",15950,8.140888e-13
"numpy double, no reorth",16000,8.230655e-13
"numpy double, no reorth",16050,8.151950e-13
"numpy double, no reorth",16100,8.174357e-13
"numpy double, no reorth",16150,8.232168e-13
"numpy double, no reorth",16200,8.276990e-13
"numpy double, no reorth",16250,8.246766e-13
"numpy double, no reorth",16300,8.294061e-13
"numpy double, no reorth",16350,8.282333e-13
"numpy double, no reorth",16400,8.308655e-13
"numpy double, no reorth",16450,8.319813e-13
"numpy double, no reorth",16500,8.245440e-13
"numpy double, no reorth",16550,8.360057e-13
"numpy double, no reorth",16600,8.445170e-13
"numpy double, no reorth",16650,8.528821e-13
"numpy double, no reorth",16700,8.529810e-13
"numpy double, no reorth",16750,8.593445e-13
"numpy double, no reorth",16800,8.792461e-13
"numpy double, no reorth",16850,8.834020e-13
"numpy double, no reorth",16900,8.789824e-13
"numpy double, no reorth",16950,8.824185e-13
"numpy double, no reorth",17000,8.874552e-13
"numpy double, no reorth",17050,8.923507e-13
"numpy double, no reorth",17100,8.952433e-13
"numpy double, no reorth",17150,9.010809e-13
"numpy double, no reorth",17200,8.998700e-13
"numpy double, no reorth",17250,8.989554e-13
"numpy double, no reorth",17300,9.028453e-13
"numpy double, no reorth",17350,9.056217e-13
"numpy double, no reorth",17400,9.106930e-13
"numpy double, no reorth",17450,9.134677e-13
"numpy double, no reorth",17500,9.113195e-13
"numpy double, no reorth",17550,9.167785e-13
"numpy double, no reorth",17600,9.100570e-13
"numpy double, no reorth",17650,9.182392e-13
"numpy double, no reorth",17700,9.271999e-13
"numpy double, no reorth",17750,9.283964e-13
"numpy double, no reorth",17800,9.289034e-13
"numpy double, no reorth",17850,9.331222e-13
"numpy double, no reorth",17900,9.312347e-13
"numpy double, no reorth",17950,9.404792e-13
"numpy double, no reorth",18000,9.456358e-13
"numpy double, no reorth",18050,9.530515e-13
"numpy double, no reorth",18100,9.601841e-13
"numpy double, no reorth",18150,9.669024e-13
"numpy double, no reorth",18200,9.622704e-13
"numpy double, no reorth",18250,9.706341e-13
"numpy double, no reorth",18300,9.792998e-13
"numpy double, no reorth",18350,9.810618e-13
"numpy double, no reorth",18400,9.845349e-13
"numpy double, no reorth",18450,9.885339e-13
"numpy double, no reorth",18500,9.856027e-13
"numpy double, no reorth",18550,9.823403e-13
"numpy double, no reorth",18600,9.850616e-13
"numpy double, no reorth",18650,9.873214e-13
"numpy double, no reorth",18700,9.874209e-13
"numpy double, no reorth",18750,9.894753e-13
"numpy double, no reorth",18800,9.875427e-13
"numpy double, no reorth",18850,9.862567e-13
"numpy double, no reorth",18900,9.945876e-13
"numpy double, no reorth",18950,9.976306e-13
"numpy double, no reorth",19000,9.942177e-13
"numpy double, no reorth",19050,9.994716e-13
"numpy double, no reorth",19100,9.952762e-13
"numpy double, no reorth",19150,1.000646e-12
"numpy double, no reorth",19200,9.998753e-13
"numpy double, no reorth",19250,9.963916e-13
"numpy double, no reorth",19300,1.007055e-12
"numpy double, no reorth",19350,1.009611e-12
"numpy double, no reorth",19400,1.013461e-12
"numpy double, no reorth",19450,1.015310e-12
"numpy double, no reorth",19500,1.020915e-12
"numpy double, no reorth",19550,1.022267e-12
"numpy double, no reorth",19600,1.029063e-12
"numpy double, no reorth",19650,1.035679e-12
"numpy double, no reorth",19700,1.038888e-12
"numpy double, no reorth",19750,1.040132e-12
"numpy double, no reorth",19800,1.041055e-12
"numpy double, no reorth",19850,1.046758e-12
"numpy double, no reorth",19900,1.051335e-12
"numpy double, no reorth",19950,1.052697e-12
"numpy double, no reorth",20000,1.045331e-12
"numpy double, no reorth",20050,1.050363e-12
"numpy double, no reorth",20100,1.052678e-12
"numpy double, no reorth",20150,1.046307e-12
"numpy double, no reorth",20200,1.048201e-12
"numpy double, no reorth",20250,1.044056e-12
"numpy double, no reorth",20300,1.053971e-12
"numpy double, no reorth",20350,1.042696e-12
"numpy double, no reorth",20400,1.046769e-12
"numpy double, no reorth",20450,1.050591e-12
"numpy double, no reorth",20500,1.056024e-12
"numpy double, no reorth",20550,1.062453e-12
"numpy double, no reorth",20600,1.062597e-12
"numpy double, no reorth",20650,1.068348e-12
"numpy double, no reorth",20700,1.077613e-12
"numpy double, no reorth",20750,1.081413e-12
"numpy double, no reorth",20800,1.075837e-12
"numpy double, no reorth",20850,1.072496e-12
"numpy double, no reorth",20900,1.071332e-12
"numpy double, no reorth",20950,1.068753e-12
"numpy double, no reorth",21000,1.076870e-12
"numpy double, no reorth",21050,1.077834e-12
"numpy double, no reorth",21100,1.090475e-12
"numpy double, no reorth",21150,1.088177e-12
"numpy double, no reorth",21200,1.092586e-12
"numpy double, no reorth",21250,1.089865e-12
"numpy double, no reorth",21300,1.098791e-12
"numpy double, no reorth",21350,1.098223e-12
"numpy double, no reorth",21400,1.096478e-12
"numpy double, no reorth",21450,1.091814e-12
"numpy double, no reorth",21500,1.093305e-12
"numpy double, no reorth",21550,1.101887e-12
"numpy double, no reorth",21600,1.100993e-12
"numpy double, no reorth",21650,1.094425e-12
"numpy double, no reorth",21700,1.094097e-12
"numpy double, no reorth",21750,1.087843e-12
"numpy double, no reorth",21800,1.110958e-12
"numpy double, no reorth",21850,1.111106e-12
"numpy double, no reorth",21900,1.108856e-12
"numpy double, no reorth",21950,1.103671e-12
"numpy double, no reorth",22000,1.103566e-12
"numpy double, no reorth",22050,1.095222e-12
"numpy double, no reorth",22100,1.107867e-12
"numpy double, no reorth",22150,1.106218e-12
